gCgtBw,,c3dpdGNo,,,,,U3dpdGNo,,aW50ZXJydXB0b3I=
pCgtBw,,WWVz,,,,,U2lt,,U8OtLg==
pSgtBw,,Tm8=,,,,,TsOjbw==,,Tm8u
pigtBw,,V2hhdCBpcyB0aGUgbiB2YWx1ZSB5b3Ugd2lzaCB0byBtb2RpZnk/ClRvIGNhbmNlbCBpbnB1dCAwLg==,,,,,UXVhbCDDqSBvIHZhbG9yIG4gcXVlIHZvY8OqIGRlc2VqYSBtb2RpZmljYXI/ClBhcmEgY2FuY2VsYXIsIGRpZ2l0ZSAwLg==,,wr9DdcOhbCBlcyBlbCB2YWxvciBuIHF1ZSBxdWllcmVzIG1vZGlmaWNhcj8KUGFyYSBjYW5jZWxhciwgaW50cm9kdWNlMC4=
pygtBw,,Q2FuY2VsLg==,,,,,Q2FuY2VsYXI=,,Q2FuY2VsYXIu
qCgtBw,,Q2hhbmdlIHswfSB0byB7MX0/,,,,,QWx0ZXJhciB7MH0gcGFyYSB7MX0/,,wr9DYW1iaWFyIHswfSBwb3IgezF9Pw==
qSgtBw,,VGllcnJhIEdvcmdlIE9mZmljZXI=,,,,,T2ZpY2lhbCBkbyBEZXNmaWxhZGVpcm8=,,T2ZpY2lhbCBkZSBUaWVycmEgR29yZ2U=
qigtBw,,Rmxhdml1cyBPZmZpY2Vy,,,,,T2ZpY2lhbCBkZSBGbGF2aXVz,,Rmxhdml1cyBPZmljaWFs
qygtBw,,UHJpbmNlIENyb2l4,,,,,UHLDrW5jaXBlIENyb2l4,,UHLDrW5jaXBlIENyb2l4
rCgtBw,,W1ByaW5jZSBDcm9peF0KV2lzZSBhZHZlbnR1cmVyLCB3aHkgZG9uJ3QgeW91IGxlbmQgdXMgeW91ciBwb3dlciBmb3IgdmljdG9yeT8=,,,,,W1Byw61uY2lwZSBDcm9peF0KU8OhYmlvIGF2ZW50dXJlaXJvLCBwb2RlIG5vcyBjZWRlciBzZXUgcG9kZXIgcGFyYSBhdGluZ2lybW9zIGEgdml0w7NyaWE/,,W1Byw61uY2lwZSBDcm9peF0KU2FiaW8gdHJvdGFtdW5kb3MsIMK/cG9yIHF1w6kgbm8gbm9zIHByZXN0YXMgdHUgcG9kZXIgcGFyYSBhbGNhbnphciBsYSB2aWN0b3JpYT8=
rSgtBw,,V2hhdCdzIHRoZSByZWFzb24gZm9yIHRoZSBCYXR0bGU/,,,,,UXVhbCDDqSBvIG1vdGl2byBkYSBiYXRhbGhhPw==,,wr9DdcOhbCBlcyBlbCBtb3Rpdm8gZGUgbGEgYmF0YWxsYT8=
rigtBw,,VGVsbCBtZSBhYm91dCBHZW5lcmFsIEd1aWxsYXVtZQ==,,,,,RmFsZS1tZSBkbyBHZW5lcmFsIEd1aWxsYXVtZQ==,,Q3XDqW50YW1lIGRlbCBnZW5lcmFsIEd1aWxsYXVtZS4=
rygtBw,,W1ByaW5jZSBDcm9peF0KTWFyb2xsJ3MgZ3JlYXQga2luZywgTWFyY2VsIE1hcm9sbG8gVklJLCBpcyB2ZXJ5IHNpY2sgbGF0ZWx5LgpIaXMgTWFqZXN0eSBoYXMgZGVjbGFyZWQgdGhhdCBoZSB3aWxsIGJlIGxlYXZpbmcgdGhlIGZ1dHVyZSBvZiBNYXJvbGwgdG8gbWUgb3IgdGhlIDNyZCBwcmluY2UsIEdlbmVyYWwgR3VpbGxhdW1lLg==,,,,,W1Byw61uY2lwZSBDcm9peF0KTyBncmFuZGUgcmVpIGRlIE1hcm9sbCwgTWFyY2VsIE1hcm9sbG8gVklJLCBhbmRhIG11aXRvIGRvZW50ZS4KU3VhIE1hamVzdGFkZSBkZWNsYXJvdSBxdWUgZGVpeGFyw6EgbyBmdXR1cm8gZGUgTWFyb2xsIG5hcyBtaW5oYXMgbcOjb3Mgb3UgbmFzIGRvIDNvLiBwcsOtbmNpcGUsIG8gR2VuZXJhbCBHdWlsbGF1bWUu,,W1Byw61uY2lwZSBDcm9peF0KRWwgZ3JhbiByZXkgZGUgTWFyb2xsLCBNYXJjZWwgTWFyb2xsb1ZJSSwgaGEgZXN0YWRvIG11eSBlbmZlcm1vIMO6bHRpbWFtZW50ZS4KU3UgTWFqZXN0YWQgaGEgZGVjbGFyYWRvIHF1ZSBkZWphcsOhIGVsIGZ1dHVybyBkZSBNYXJvbGwgZW4gbWlzIG1hbm9zIG8gZW4gbGFzIGRlbCB0ZXJjZXIgcHLDrW5jaXBlLCBlbCBnZW5lcmFsIEd1aWxsYXVtZS4=
sCgtBw,,W1ByaW5jZSBDcm9peF0KR2VuZXJhbCBHdWlsbGF1bWUgbWF5IGhhdmUgYW4gYWR2YW50YWdlIGluIHRoaXMgYmF0dGxlIGFzIGhlIGlzIHRoZSBncmVhdCBnZW5lcmFsIG9mIE1hcm9sbCwgYnV0IHRoYXQgZG9lc24ndCBhdXRvbWF0aWNhbGx5IG1lYW4gaGUnbGwgd2luLgpJIHdhbnQgdG8gd2luIHRoaXMgYmF0dGxlIHNvIHRoYXQgSSBjYW4gYnJpbmcgcHJvc3Blcml0eSB0byB0aGUgcGVvcGxlIG9mIE1hcm9sbC4gVGhleSd2ZSBzdWZmZXJlZCBlbm91Z2ggZnJvbSB3YXIuLi4=,,,,,W1Byw61uY2lwZSBDcm9peF0KTyBHZW5lcmFsIEd1aWxsYXVtZSBwb2RlIHRlciB2YW50YWdlbSBuZXN0YSBiYXRhbGhhLCBqw6EgcXVlIMOpIG8gZ3JhbmRlIGdlbmVyYWwgZGUgTWFyb2xsLCBtYXMgaXNzbyBuw6NvIHF1ZXIgZGl6ZXIgcXVlIGZhdGFsbWVudGUgZWxlIHbDoSB2ZW5jZXIuClF1ZXJvIHZlbmNlciBlc3RhIGJhdGFsaGEgcGFyYSBwb2RlciB0cmF6ZXIgcHJvc3BlcmlkYWRlIGFvIHBvdm8gZGUgTWFyb2xsLiBFbGVzIGrDoSBzb2ZyZXJhbSBkZW1haXMgY29tIGEgZ3VlcnJhLi4u,,W1Byw61uY2lwZSBDcm9peF0KRWwgZ2VuZXJhbCBHdWlsbGF1bWUgcHVlZGUgdGVuZXIgdmVudGFqYSBlbiBlc3RhIGJhdGFsbGEgcG9yIHNlciBlbCBncmFuIGdlbmVyYWwgZGUgTWFyb2xsLCBwZXJvIGVzbyBubyBxdWllcmUgZGVjaXIgcXVlIHRlbmdhIGxhIHZpY3RvcmlhIGFzZWd1cmFkYS4KUXVpZXJvIGdhbmFyIGVzdGEgYmF0YWxsYSBwYXJhIHBvZGVyIHRyYWVyIHByb3NwZXJpZGFkIGFsIHB1ZWJsbyBkZSBNYXJvbGwuIFlhIGhhbiBzdWZyaWRvIGJhc3RhbnRlIGNvbiBsYSBndWVycmEuLi4=
sSgtBw,,W1ByaW5jZSBDcm9peF0KRm9yIE1hcm9sbCE=,,,,,W1Byw61uY2lwZSBDcm9peF0KUG9yIE1hcm9sbCE=,,W1Byw61uY2lwZSBDcm9peF0KwqFQb3IgTWFyb2xsIQ==
sigtBw,,W1ByaW5jZSBDcm9peF0KVGhlIDNyZCBQcmluY2UgR3VpbGxhdW1lIGlzIHRoZSBncmVhdCBnZW5lcmFsIG9mIE1hcm9sbC4KSXQncyBhIHdhc3RlIG9mIHRpbWUgdG8gZXhwbGFpbiB0byB5b3UgaG93IGdyZWF0IGEgbGVhZGVyIG9yIHdhcmxvcmQgaGUgaXMsIHNpbmNlIGhlIGNvbW1hbmRzIHRoZSBncmVhdCBtaWxpdGFyeSBwb3dlciBvZiBNYXJvbGwu,,,,,W1Byw61uY2lwZSBDcm9peF0KTyAzby4gcHLDrW5jaXBlLCBHdWlsbGF1bWUsIMOpIG8gZ3JhbmRlIGdlbmVyYWwgZGUgTWFyb2xsLgpOw6NvIHByZWNpc28gcGVyZGVyIHRlbXBvIGxoZSBleHBsaWNhbmRvIG8gcXVhbnRvIGVsZSDDqSB1bSBncmFuZGUgbMOtZGVyIGUgY2hlZmUgZGUgZ3VlcnJhLCBqw6EgcXVlIGVsZSBjb21hbmRhIG8gZ3JhbmRlIHBvZGVyIG1pbGl0YXIgZGUgTWFyb2xsLg==,,W1Byw61uY2lwZSBDcm9peF0KRWwgdGVyY2VyIHByw61uY2lwZSBHdWlsbGF1bWUgZXMgZWwgZ3JhbiBnZW5lcmFsIGRlIE1hcm9sbC4KRXMgdW5hIHDDqXJkaWRhIGRlIHRpZW1wbyBleHBsaWNhcnRlIGxvIGdyYW4gbMOtZGVyIHkgY29tYW5kYW50ZSBxdWUgZXMsIHlhIHF1ZSBkaXJpZ2UgZWwgZ3JhbiBwb2RlcsOtbyBtaWxpdGFyIGRlIE1hcm9sbC4=
sygtBw,,W1ByaW5jZSBDcm9peF0KVW5mb3J0dW5hdGVseSwgdGhlcmUncyBzb21ldGhpbmcgaGUgYW5kIGhpcyBmb2xsb3dlcnMgYXJlIHVuYXdhcmUgb2Y6CkRvIHRoZSBwZW9wbGUgb2YgTWFyb2xsIHJlYWxseSB3YW50IHRoZW0gdG8gc3BlbmQgc28gbXVjaCBtb25leSBvbiBtaWxpdGFyeSBwb3dlcj8KV2UgaGF2ZSBzdWZmZXJlZCBlbm91Z2ggZnJvbSB3YXJzLgpJIGJlbGlldmUgd2VhcG9ucyBhcmVuJ3QgdGhlIGJlc3Qgd2F5IHRvIGJyaW5nIHByb3NwZXJpdHkgdG8gYSBuYXRpb24u,,,,,W1Byw61uY2lwZSBDcm9peF0KSW5mZWxpem1lbnRlLCBow6EgYWxnbyBxdWUgZWxlIGUgc2V1cyBzZWd1aWRvcmVzIG7Do28gcGVyY2ViZW06Ck8gcG92byBkZSBNYXJvbGwgcXVlciBtZXNtbyBnYXN0YXIgdGFudG8gZGluaGVpcm8gZW0gcG9kZXIgbWlsaXRhcj8KSsOhIHNvZnJlbW9zIG11aXRvIGNvbSBhcyBndWVycmFzLgpOw6NvIGFjcmVkaXRvIHF1ZSBhcyBhcm1hcyBzZWphbSBhIG1lbGhvciBtYW5laXJhIGRlIHRyYXplciBwcm9zcGVyaWRhZGUgYSB1bWEgbmHDp8Ojby4=,,W1Byw61uY2lwZSBDcm9peF0KUG9yIGRlc2dyYWNpYSwgaGF5IGFsZ28gcXVlIMOpbCB5IHN1cyBzZWd1aWRvcmVzIGRlc2Nvbm9jZW46CsK/RGUgdmVyZGFkIGxvcyBoYWJpdGFudGVzIGRlIE1hcm9sbCBxdWllcmVuIHF1ZSBnYXN0ZW4gdGFudG8gZGluZXJvIGVuIHBvZGVyIG1pbGl0YXI/CllhIGhlbW9zIHN1ZnJpZG8gYmFzdGFudGUgY29uIGxhcyBndWVycmFzLgpDcmVvIHF1ZSBsYXMgYXJtYXMgbm8gc29uIGxhIG1lam9yIG1hbmVyYSBkZSB0cmFlciBwcm9zcGVyaWRhZCBhIHVuYSBuYWNpw7NuLg==
tCgtBw,,W1ByaW5jZSBDcm9peF0KSSBkbyBub3Qgd2lzaCB0byBzaGVkIGJsb29kLCBidXQgSSBoYXZlIG5vIGNob2ljZSBidXQgdG8gZmlnaHQgZm9yIHRoZSBwb3NzaWJpbGl0eSBvZiBwZWFjZSBhbmQgZm9yIHRoZSBzYWtlIG9mIG15IHBlb3BsZS4=,,,,,W1Byw61uY2lwZSBDcm9peF0KTsOjbyBxdWVybyBkZXJyYW1hciBzYW5ndWUsIG1hcyBuw6NvIHRlbmhvIGVzY29saGEgc2Vuw6NvIGx1dGFyIHBlbGEgY2hhbmNlIGRlIHBheiBlIHBlbG8gYmVtIGRvIG1ldSBwb3ZvLg==,,W1Byw61uY2lwZSBDcm9peF0KTm8gcXVpZXJvIGRlcnJhbWFyIHNhbmdyZSwgcGVybyBubyB0ZW5nbyBtw6FzIHJlbWVkaW8gcXVlIGx1Y2hhciBwb3IgbGEgcG9zaWJpbGlkYWQgZGUgdHJhZXIgbGEgcGF6IHkgcG9yIGVsIGJpZW4gZGUgbWkgcHVlYmxvLg==
tSgtBw,,UHJpbmNlIENyb2l4J3MgQWlkZQ==,,,,,UGFqZW0gZGUgQ3JvaXg=,,QXl1ZGFudGUgZGVsIFByw61uY2lwZSBDcm9peA==
tigtBw,,R2VuZXJhbCBHdWlsbGF1bWU=,,,,,R2VuZXJhbCBHdWlsbGF1bWU=,,R2VuZXJhbCBHdWlsbGF1bWU=
tygtBw,,W0dlbmVyYWwgR3VpbGxhdW1lXQpIb3QtYmxvb2RlZCBhZHZlbnR1cmVyLCB3ZSBuZWVkIHlvdXIgYWJpbGl0eSB0byB3aW4gdGhpcyBiYXR0bGUu,,,,,W0dlbmVyYWwgR3VpbGxhdW1lXQpQcmVjaXNhbW9zIGRlIHN1YSBoYWJpbGlkYWRlLCDDsyBhdmVudHVyZWlybyB2YWxlbnRlLCBwYXJhIHZlbmNlciBlc3RhIGJhdGFsaGEu,,W0dlbmVyYWwgR3VpbGxhdW1lXQpUcm90YW11bmRvcyBkZSBzYW5ncmUgYXJkaWVudGUsIG5lY2VzaXRhbW9zIHR1IGhhYmlsaWRhZCBwYXJhIGdhbmFyIGVzdGEgYmF0YWxsYS4=
uCgtBw,,VGVsbCBtZSBhYm91dCBQcmluY2UgQ3JvaXg=,,,,,RmFsZS1tZSBzb2JyZSBvIFByw61uY2lwZSBDcm9peA==,,Q3XDqW50YW1lIHNvYnJlIGVsIHByw61uY2lwZSBDcm9peC4=
uSgtBw,,W0dlbmVyYWwgR3VpbGxhdW1lXQpPdXIgZ3JlYXQga2luZywgTWFyY2VsIE1hcm9sbG8gVklJLCBpcyB2ZXJ5IHNpY2sgbGF0ZWx5LgpIaXMgTWFqZXN0eSBoYXMgZGVjbGFyZWQgdGhhdCBoZSBoYXMgY2hvc2VuIGVpdGhlciBtZSBvciBQcmluY2UgQ3JvaXggYXMgdGhlIG5leHQga2luZyBhbW9uZ3N0IGhpcyA5IHNvbnMu,,,,,W0dlbmVyYWwgR3VpbGxhdW1lXQpOb3NzbyBncmFuZGUgcmVpLCBNYXJjZWwgTWFyb2xsbyBWSUksIGFuZGEgbXVpdG8gZG9lbnRlLgpTdWEgTWFqZXN0YWRlIGRlY2xhcm91IHF1ZSwgZW50cmUgc2V1cyA5IGZpbGhvcywgZXNjb2xoZXLDoSBhIG1pbSBvdSBhbyBQcsOtbmNpcGUgQ3JvaXggY29tbyBvIHByw7N4aW1vIHJlaS4=,,W0dlbmVyYWwgR3VpbGxhdW1lXQpOdWVzdHJvIGdyYW4gcmV5LCBNYXJjZWwgTWFyb2xsb1ZJSSwgaGEgZXN0YWRvIG11eSBlbmZlcm1vIMO6bHRpbWFtZW50ZS4KU3UgTWFqZXN0YWQgZGVjbGFyw7MgcXVlIG1lIGVsaWdpw7MgYSBtw60gbyBhbCBwcsOtbmNpcGUgQ3JvaXggY29tbyBlbCBwcsOzeGltbyByZXkgZW50cmUgc3VzIDloaWpvcy4=
uigtBw,,W0dlbmVyYWwgR3VpbGxhdW1lXQpUd28ga2luZ3MgY2FuJ3Qgc2hhcmUgYSBuYXRpb24hIE9ubHkgdGhlIG9uZSB2aWN0b3Jpb3VzIGZyb20gSGlzIE1hamVzdHkncyBhcHBvaW50ZWQgYmF0dGxlIHdpbGwgYmUgZW50aHJvbmVkLg==,,,,,W0dlbmVyYWwgR3VpbGxhdW1lXQpEb2lzIHJlaXMgbsOjbyBwb2RlbSBjb21wYXJ0aWxoYXIgdW1hIG5hw6fDo28hIFNvbWVudGUgcXVlbSBzYWlyIHZpdG9yaW9zbyBkYSBiYXRhbGhhIGRldGVybWluYWRhIHBvciBTdWEgTWFqZXN0YWRlIHNlcsOhIGNvcm9hZG8u,,W0dlbmVyYWwgR3VpbGxhdW1lXQrCoURvcyByZXllcyBubyBwdWVkZW4gY29tcGFydGlyIHVuYSBuYWNpw7NuISBTb2xvIHF1aWVuIHNhbGdhIHZpY3Rvcmlvc28gZGUgbGEgYmF0YWxsYSBkZXNpZ25hZGEgcG9yIFN1IE1hamVzdGFkIGxsZWdhcsOhIGFsIHRyb25vLg==
uygtBw,,W0dlbmVyYWwgR3VpbGxhdW1lXQpUaGlzIGlzLCBob3dldmVyLCBub3QganVzdCBhIGJhdHRsZSBiZXR3ZWVuIHVzLiBUaGlzIGJhdHRsZSB3aWxsIGRldGVybWluZSB0aGUgZnV0dXJlIG9mIHRoaXMgY291bnRyeS4KSSBwbGVkZ2Ugb24gbXkgaG9ub3IgdG8gcHJvdmUgdGhhdCBJJ20gdGhlIG9uZSB3aG8gY2FuIHByb3RlY3QgdGhpcyBNYXJvbGwgZnJvbSBvdXRzaWRlIHRocmVhdHMu,,,,,W0dlbmVyYWwgR3VpbGxhdW1lXQpObyBlbnRhbnRvLCBlc3NhIG7Do28gw6kgYXBlbmFzIHVtYSBiYXRhbGhhIGVudHJlIG7Ds3MgZG9pcy4gRXN0YSBiYXRhbGhhIHZhaSBkZXRlcm1pbmFyIG8gZnV0dXJvIGRlc3RlIHBhw61zLgpKdXJvIHBvciBtaW5oYSBob25yYSBxdWUgdm91IHByb3ZhciBzZXIgcXVlbSBwb2RlIHByb3RlZ2VyIE1hcm9sbCBkYXMgYW1lYcOnYXMgZXh0ZXJuYXMu,,W0dlbmVyYWwgR3VpbGxhdW1lXQpTaW4gZW1iYXJnbywgbm8gc2UgdHJhdGEgc29sbyBkZSB1bmEgYmF0YWxsYSBlbnRyZSBub3NvdHJvcy4gRXN0YSBiYXRhbGxhIGRldGVybWluYXLDoSBlbCBmdXR1cm8gZGUgZXN0YSBuYWNpw7NuLgpNZSBjb21wcm9tZXRvIHBvciBtaSBob25vciBhIGRlbW9zdHJhciBxdWUgc295IHF1aWVuIHB1ZWRlIHByb3RlZ2VyIGEgTWFyb2xsIGRlIGxhcyBhbWVuYXphcyBkZWwgZXh0ZXJpb3Iu
vCgtBw,,W0dlbmVyYWwgR3VpbGxhdW1lXQpJJ2xsIGJlIHRoZSBvbmUgd2hvIHdpbGwgY2FwdHVyZSB0aGUgZmxhZyE=,,,,,W0dlbmVyYWwgR3VpbGxhdW1lXQpTZXJlaSBldSBxdWVtIHZhaSBjYXB0dXJhciBhIGJhbmRlaXJhIQ==,,W0dlbmVyYWwgR3VpbGxhdW1lXQrCoVNlcsOpIHlvIHF1aWVuIGNhcHR1cmUgbGEgYmFuZGVyYSE=
